frame,gp,x,reward,total,looped,life
8972,0,71,-1.0,378.0,False,1
8976,0,71,0.0,378.0,False,1
8980,0,71,0.0,378.0,False,1
8984,0,71,0.0,378.0,False,1
8988,0,71,0.0,378.0,False,1
8992,0,71,-1.0,377.0,False,1
8996,0,71,0.0,377.0,False,1
9000,0,71,0.0,377.0,False,1
9004,0,71,0.0,377.0,False,1
9008,0,70,0.0,377.0,False,1
9012,0,70,-1.0,376.0,False,1
9016,0,70,0.0,376.0,False,1
9020,0,70,0.0,376.0,False,1
9024,0,69,0.0,376.0,False,1
9028,0,69,0.0,376.0,False,1
9032,0,69,-1.0,375.0,False,1
9036,0,69,0.0,375.0,False,1
9040,0,68,0.0,375.0,False,1
9044,0,68,0.0,375.0,False,1
9048,0,68,0.0,375.0,False,1
9052,0,68,-1.0,374.0,False,1
9056,0,68,0.0,374.0,False,1
9060,0,68,0.0,374.0,False,1
9064,0,68,0.0,374.0,False,1
9068,0,68,0.0,374.0,False,1
9072,0,68,-1.0,373.0,False,1
9076,0,68,0.0,373.0,False,1
9080,0,70,0.0,373.0,False,1
9084,0,74,1.0,374.0,False,1
9088,0,79,5.0,379.0,False,1
9092,0,86,6.0,385.0,False,1
9096,0,95,9.0,394.0,False,1
9100,0,106,11.0,405.0,False,1
9104,0,117,11.0,416.0,False,1
9108,0,129,12.0,428.0,False,1
9112,0,141,11.0,439.0,False,1
9116,0,153,12.0,451.0,False,1
9120,0,164,11.0,462.0,False,1
9124,0,176,12.0,474.0,False,1
9128,0,188,12.0,486.0,False,1
9132,0,200,11.0,497.0,False,1
9136,0,212,12.0,509.0,False,1
9140,0,224,12.0,521.0,False,1
9144,0,236,12.0,533.0,False,1
9148,0,248,12.0,545.0,False,1
9152,0,260,11.0,556.0,False,1
9156,0,272,12.0,568.0,False,1
9160,0,284,12.0,580.0,False,1
9164,0,296,12.0,592.0,False,1
9168,0,308,12.0,604.0,False,1
9172,0,311,3.0,607.0,False,1
9176,0,311,0.0,607.0,False,1
9180,0,311,0.0,607.0,False,1
9184,0,311,0.0,607.0,False,1
9188,0,311,0.0,607.0,False,1
9192,0,311,0.0,607.0,False,1
9196,0,311,0.0,607.0,False,1
9200,0,311,0.0,607.0,False,1
9204,0,311,0.0,607.0,False,1
9208,0,311,0.0,607.0,False,1
9212,0,311,0.0,607.0,False,1
9216,0,311,0.0,607.0,False,1
9220,0,311,0.0,607.0,False,1
9224,0,311,0.0,607.0,False,1
9228,0,311,0.0,607.0,False,1
9232,0,311,0.0,607.0,False,1
9236,0,311,0.0,607.0,False,1
9240,0,311,0.0,607.0,False,1
9244,0,311,0.0,607.0,False,1
9248,0,311,0.0,607.0,False,1
9252,0,311,0.0,607.0,False,1
9256,0,311,0.0,607.0,False,1
9260,0,311,0.0,607.0,False,1
9264,0,311,0.0,607.0,False,1
9268,0,311,0.0,607.0,False,1
9272,0,311,0.0,607.0,False,1
9276,0,311,0.0,607.0,False,1
9280,0,311,0.0,607.0,False,1
9284,0,311,0.0,607.0,False,1
9288,0,311,0.0,607.0,False,1
9292,0,311,0.0,607.0,False,1
9296,0,311,0.0,607.0,False,1
9300,0,311,0.0,607.0,False,1
9304,0,311,0.0,607.0,False,1
9308,0,311,0.0,607.0,False,1
9312,0,311,0.0,607.0,False,1
9316,0,311,0.0,607.0,False,1
9320,0,311,0.0,607.0,False,1
9324,0,311,0.0,607.0,False,1
9328,0,311,0.0,607.0,False,1
9332,0,311,0.0,607.0,False,1
9336,0,311,0.0,607.0,False,1
9340,0,311,0.0,607.0,False,1
9344,0,311,0.0,607.0,False,1
9348,0,311,0.0,607.0,False,1
9352,0,311,-100.0,507.0,False,0
9356,0,0,0.0,507.0,False,0
9360,0,0,0.0,507.0,False,0
9364,0,0,0.0,507.0,False,0
9368,0,0,0.0,507.0,False,0
9372,0,0,0.0,507.0,False,0
9376,0,0,0.0,507.0,False,0
9380,0,0,0.0,507.0,False,0
9384,0,0,0.0,507.0,False,0
9388,0,0,0.0,507.0,False,0
9392,0,0,0.0,507.0,False,0
9396,0,0,0.0,507.0,False,0
9400,0,0,0.0,507.0,False,0
9404,0,0,0.0,507.0,False,0
9408,0,0,0.0,507.0,False,0
9412,0,0,0.0,507.0,False,0
9416,0,0,0.0,507.0,False,0
9420,0,0,0.0,507.0,False,0
9424,0,0,0.0,507.0,False,0
9428,0,0,0.0,507.0,False,0
9432,0,0,0.0,507.0,False,0
9436,0,0,0.0,507.0,False,0
9440,0,0,0.0,507.0,False,0
9444,0,0,0.0,507.0,False,0
9448,0,0,0.0,507.0,False,0
9452,0,0,0.0,507.0,False,0
9456,0,0,0.0,507.0,False,0
9460,0,0,0.0,507.0,False,0
9464,0,0,0.0,507.0,False,0
9468,0,0,0.0,507.0,False,0
9472,0,0,0.0,507.0,False,0
9476,0,0,0.0,507.0,False,0
9480,0,0,0.0,507.0,False,0
9484,0,0,0.0,507.0,False,0
9488,0,0,0.0,507.0,False,0
9492,0,0,0.0,507.0,False,0
9496,0,0,0.0,507.0,False,0
9500,0,0,0.0,507.0,False,0
9504,0,40,0.0,507.0,False,0
9508,0,40,0.0,507.0,False,0
9512,0,40,0.0,507.0,False,0
9516,0,40,0.0,507.0,False,0
9520,0,40,0.0,507.0,False,0
9524,0,40,-1.0,506.0,False,0
9528,0,40,0.0,506.0,False,0
9532,0,40,0.0,506.0,False,0
9536,0,40,0.0,506.0,False,0
9540,0,40,0.0,506.0,False,0
9544,0,40,-1.0,505.0,False,0
9548,0,40,0.0,505.0,False,0
9552,0,40,0.0,505.0,False,0
9556,0,40,0.0,505.0,False,0
9560,0,40,0.0,505.0,False,0
9564,0,40,-1.0,504.0,False,0
9568,0,40,0.0,504.0,False,0
9572,0,40,0.0,504.0,False,0
9576,0,40,0.0,504.0,False,0
9580,0,40,0.0,504.0,False,0
9584,0,40,-1.0,503.0,False,0
9588,0,39,0.0,503.0,False,0
9592,0,39,0.0,503.0,False,0
9596,0,38,0.0,503.0,False,0
9600,0,38,0.0,503.0,False,0
9604,0,37,-1.0,502.0,False,0
9608,0,37,0.0,502.0,False,0
9612,0,37,0.0,502.0,False,0
9616,0,37,0.0,502.0,False,0
9620,0,37,0.0,502.0,False,0
9624,0,37,-1.0,501.0,False,0
9628,0,37,0.0,501.0,False,0
9632,0,37,0.0,501.0,False,0
9636,0,37,0.0,501.0,False,0
9640,0,37,0.0,501.0,False,0
9644,0,37,-1.0,500.0,False,0
9648,0,37,0.0,500.0,False,0
9652,0,37,0.0,500.0,False,0
9656,0,37,0.0,500.0,False,0
9660,0,37,0.0,500.0,False,0
9664,0,37,-1.0,499.0,False,0
9668,0,37,0.0,499.0,False,0
9672,0,37,0.0,499.0,False,0
9676,0,37,0.0,499.0,False,0
9680,0,37,0.0,499.0,False,0
9684,0,38,-1.0,498.0,False,0
9688,0,38,0.0,498.0,False,0
9692,0,38,0.0,498.0,False,0
9696,0,38,0.0,498.0,False,0
9700,0,39,0.0,498.0,False,0
9704,0,39,-1.0,497.0,False,0
9708,0,40,0.0,497.0,False,0
9712,0,42,2.0,499.0,False,0
9716,0,42,0.0,499.0,False,0
9720,0,42,0.0,499.0,False,0
9724,0,42,-1.0,498.0,False,0
9728,0,42,0.0,498.0,False,0
9732,0,42,0.0,498.0,False,0
9736,0,42,0.0,498.0,False,0
9740,0,42,0.0,498.0,False,0
9744,0,42,-1.0,497.0,False,0
9748,0,42,0.0,497.0,False,0
9752,0,42,0.0,497.0,False,0
9756,0,42,0.0,497.0,False,0
9760,0,44,2.0,499.0,False,0
9764,0,48,3.0,502.0,False,0
9768,0,53,5.0,507.0,False,0
9772,0,60,7.0,514.0,False,0
9776,0,69,9.0,523.0,False,0
9780,0,79,10.0,533.0,False,0
9784,0,88,8.0,541.0,False,0
9788,0,98,10.0,551.0,False,0
9792,0,107,9.0,560.0,False,0
9796,0,117,10.0,570.0,False,0
9800,0,126,9.0,579.0,False,0
9804,0,136,9.0,588.0,False,0
9808,0,145,9.0,597.0,False,0
9812,0,155,10.0,607.0,False,0
9816,0,164,9.0,616.0,False,0
9820,0,174,10.0,626.0,False,0
9824,0,183,8.0,634.0,False,0
9828,0,192,9.0,643.0,False,0
9832,0,199,7.0,650.0,False,0
9836,0,206,7.0,657.0,False,0
9840,0,213,7.0,664.0,False,0
9844,0,221,7.0,671.0,False,0
9848,0,229,8.0,679.0,False,0
9852,0,237,8.0,687.0,False,0
9856,0,245,8.0,695.0,False,0
9860,0,254,9.0,704.0,False,0
9864,0,263,8.0,712.0,False,0
9868,0,274,11.0,723.0,False,0
9872,0,285,11.0,734.0,False,0
9876,0,296,11.0,745.0,False,0
9880,0,305,9.0,754.0,False,0
9884,0,305,0.0,754.0,False,0
9888,0,305,0.0,754.0,False,0
9892,0,305,0.0,754.0,False,0
9896,0,305,0.0,754.0,False,0
9900,0,305,0.0,754.0,False,0
9904,0,305,0.0,754.0,False,0
9908,0,305,0.0,754.0,False,0
9912,0,305,0.0,754.0,False,0
9916,0,305,0.0,754.0,False,0
9920,0,305,0.0,754.0,False,0
9924,0,305,0.0,754.0,False,0
9928,0,305,0.0,754.0,False,0
9932,0,305,0.0,754.0,False,0
9936,0,305,0.0,754.0,False,0
9940,0,305,0.0,754.0,False,0
9944,0,305,0.0,754.0,False,0
9948,0,305,0.0,754.0,False,0
9952,0,305,0.0,754.0,False,0
9956,0,305,0.0,754.0,False,0
9960,0,305,0.0,754.0,False,0
9964,0,305,0.0,754.0,False,0
9968,0,305,0.0,754.0,False,0
9972,0,305,0.0,754.0,False,0
9976,0,305,0.0,754.0,False,0
9980,0,305,0.0,754.0,False,0
9984,0,305,0.0,754.0,False,0
9988,0,305,0.0,754.0,False,0
9992,0,305,0.0,754.0,False,0
9996,0,305,0.0,754.0,False,0
10000,0,305,0.0,754.0,False,0
10004,0,305,0.0,754.0,False,0
10008,0,305,0.0,754.0,False,0
10012,0,305,0.0,754.0,False,0
10016,0,305,0.0,754.0,False,0
10020,0,305,0.0,754.0,False,0
10024,0,305,0.0,754.0,False,0
10028,0,305,0.0,754.0,False,0
10032,0,305,0.0,754.0,False,0
10036,0,305,0.0,754.0,False,0
10040,0,305,0.0,754.0,False,0
10044,0,305,0.0,754.0,False,0
10048,0,305,0.0,754.0,False,0
10052,0,305,0.0,754.0,False,0
10056,0,305,0.0,754.0,False,0
10060,0,305,0.0,754.0,False,0
10064,0,305,-100.0,654.0,False,255
10068,0,305,-100.0,554.0,False,255
10072,0,305,-100.0,454.0,False,255
10076,0,305,-100.0,354.0,False,255
10080,0,305,-100.0,254.0,False,255
10084,0,305,-100.0,154.0,False,255
10088,0,305,-100.0,54.0,False,255
10092,0,305,-100.0,-46.0,False,255
10096,0,305,-100.0,-146.0,False,255
10100,0,305,-100.0,-246.0,False,255
10104,0,305,-100.0,-346.0,False,255
10108,0,305,-100.0,-446.0,False,255
10112,0,305,-100.0,-546.0,False,255
10116,0,305,-100.0,-646.0,False,255
10120,0,305,-100.0,-746.0,False,255
10124,0,305,-100.0,-846.0,False,255
10128,0,305,-100.0,-946.0,False,255
10132,0,305,-100.0,-1046.0,False,255
10136,0,305,-100.0,-1146.0,False,255
10140,0,305,-100.0,-1246.0,False,255
10144,0,305,-100.0,-1346.0,False,255
10148,0,305,-100.0,-1446.0,False,255
10152,0,305,-100.0,-1546.0,False,255
10156,0,305,-100.0,-1646.0,False,255
10160,0,305,-100.0,-1746.0,False,255
10164,0,305,-100.0,-1846.0,False,255
10168,0,305,-100.0,-1946.0,False,255
10172,0,305,-100.0,-2046.0,False,255
10176,0,305,-100.0,-2146.0,False,255
10180,0,305,-100.0,-2246.0,False,255
10184,0,305,-100.0,-2346.0,False,255
10188,0,305,-100.0,-2446.0,False,255
10192,0,305,-100.0,-2546.0,False,255
10196,0,305,-100.0,-2646.0,False,255
10200,0,305,-100.0,-2746.0,False,255
10204,0,305,-100.0,-2846.0,False,255
10208,0,305,-100.0,-2946.0,False,255
10212,0,305,-100.0,-3046.0,False,255
10216,0,305,-100.0,-3146.0,False,255
10220,0,305,-100.0,-3246.0,False,255
10224,0,305,-100.0,-3346.0,False,255
10228,0,305,-100.0,-3446.0,False,255
10232,0,305,-100.0,-3546.0,False,255
10236,0,305,-100.0,-3646.0,False,255
10240,0,305,-100.0,-3746.0,False,255
10244,0,305,-100.0,-3846.0,False,255
10248,0,305,-100.0,-3946.0,False,255
10252,0,305,-100.0,-4046.0,False,255
10256,0,305,-100.0,-4146.0,False,255
10260,0,305,-100.0,-4246.0,False,255
10264,0,305,-100.0,-4346.0,False,255
10268,0,305,-100.0,-4446.0,False,255
10272,0,305,-100.0,-4546.0,False,255
10276,0,305,-100.0,-4646.0,False,255
10280,0,305,-100.0,-4746.0,False,255
10284,0,305,-100.0,-4846.0,False,255
10288,0,305,-100.0,-4946.0,False,255
10292,0,305,-100.0,-5046.0,False,255
10296,0,305,-100.0,-5146.0,False,255
10300,0,305,-100.0,-5246.0,False,255
10304,0,305,-100.0,-5346.0,False,255
10308,0,305,-100.0,-5446.0,False,255
10312,0,305,-100.0,-5546.0,False,255
10316,0,305,-100.0,-5646.0,False,255
10320,0,305,-100.0,-5746.0,False,255
10324,0,305,-100.0,-5846.0,False,255
10328,0,305,-100.0,-5946.0,False,255
10332,0,305,-100.0,-6046.0,False,255
10336,0,305,-100.0,-6146.0,False,255
10340,0,305,-100.0,-6246.0,False,255
10344,0,305,-100.0,-6346.0,False,255
10348,0,305,-100.0,-6446.0,False,255
10352,0,305,-100.0,-6546.0,False,255
10356,0,305,-100.0,-6646.0,False,255
10360,0,305,-100.0,-6746.0,False,255
10364,0,305,-100.0,-6846.0,False,255
10368,0,305,-100.0,-6946.0,False,255
10372,0,305,-100.0,-7046.0,False,255
10376,0,305,-100.0,-7146.0,False,255
10380,0,305,-100.0,-7246.0,False,255
10384,0,305,-100.0,-7346.0,False,255
10388,0,305,-100.0,-7446.0,False,255
10392,0,305,-100.0,-7546.0,False,255
10396,0,305,-100.0,-7646.0,False,255
10400,0,305,-100.0,-7746.0,False,255
10404,0,305,-100.0,-7846.0,False,255
10408,0,305,-100.0,-7946.0,False,255
10412,0,305,-100.0,-8046.0,False,255
10416,0,305,-100.0,-8146.0,False,255
10420,0,305,-100.0,-8246.0,False,255
10424,0,305,-100.0,-8346.0,False,255
10428,0,305,-100.0,-8446.0,False,255
10432,0,305,-100.0,-8546.0,False,255
10436,0,305,-100.0,-8646.0,False,255
10440,0,305,-100.0,-8746.0,False,255
10444,0,305,-100.0,-8846.0,False,255
10448,0,305,-100.0,-8946.0,False,255
10452,0,305,-100.0,-9046.0,False,255
10456,0,305,-100.0,-9146.0,False,255
10460,0,0,-100.0,-9246.0,False,0
10464,0,0,0.0,-9246.0,False,0
10468,0,0,0.0,-9246.0,False,0
10472,0,0,0.0,-9246.0,False,0
10476,0,0,0.0,-9246.0,False,0
10480,0,0,0.0,-9246.0,False,0
10484,0,0,0.0,-9246.0,False,0
10488,0,40,0.0,-9246.0,False,2
10492,0,40,0.0,-9246.0,False,2
10496,0,40,0.0,-9246.0,False,2
10500,0,40,0.0,-9246.0,False,2
10504,0,40,0.0,-9246.0,False,2
10508,0,40,0.0,-9246.0,False,2
10512,0,40,0.0,-9246.0,False,2
10516,0,40,0.0,-9246.0,False,2
10520,0,40,0.0,-9246.0,False,2
10524,0,40,0.0,-9246.0,False,2
10528,0,40,0.0,-9246.0,False,2
10532,0,40,0.0,-9246.0,False,2
10536,0,40,0.0,-9246.0,False,2
10540,0,40,0.0,-9246.0,False,2
10544,0,40,0.0,-9246.0,False,2
10548,0,40,0.0,-9246.0,False,2
10552,0,40,0.0,-9246.0,False,2
10556,0,40,0.0,-9246.0,False,2
10560,0,40,0.0,-9246.0,False,2
10564,0,40,0.0,-9246.0,False,2
10568,0,40,0.0,-9246.0,False,2
10572,0,40,0.0,-9246.0,False,2
10576,0,40,0.0,-9246.0,False,2
10580,0,40,0.0,-9246.0,False,2
10584,0,40,0.0,-9246.0,False,2
10588,0,40,0.0,-9246.0,False,2
10592,0,40,0.0,-9246.0,False,2
10596,0,40,0.0,-9246.0,False,2
10600,0,40,0.0,-9246.0,False,2
10604,0,40,0.0,-9246.0,False,2
10608,0,40,0.0,-9246.0,False,2
10612,0,40,0.0,-9246.0,False,2
10616,0,40,0.0,-9246.0,False,2
10620,0,40,0.0,-9246.0,False,2
10624,0,40,0.0,-9246.0,False,2
10628,0,40,0.0,-9246.0,False,2
10632,0,40,0.0,-9246.0,False,2
10636,0,40,0.0,-9246.0,False,2
10640,0,40,0.0,-9246.0,False,2
10644,0,40,0.0,-9246.0,False,2
10648,0,40,0.0,-9246.0,False,2
10652,0,40,0.0,-9246.0,False,2
10656,0,40,0.0,-9246.0,False,2
10660,0,40,0.0,-9246.0,False,2
10664,0,40,0.0,-9246.0,False,2
10668,0,40,0.0,-9246.0,False,2
10672,0,40,0.0,-9246.0,False,2
10676,0,40,0.0,-9246.0,False,2
10680,0,40,0.0,-9246.0,False,2
10684,0,40,0.0,-9246.0,False,2
10688,0,40,0.0,-9246.0,False,2
10692,0,40,0.0,-9246.0,False,2
10696,0,40,0.0,-9246.0,False,2
10700,0,40,0.0,-9246.0,False,2
10704,0,40,0.0,-9246.0,False,2
10708,0,40,0.0,-9246.0,False,2
10712,0,40,0.0,-9246.0,False,2
10716,0,40,0.0,-9246.0,False,2
10720,0,40,0.0,-9246.0,False,2
10724,0,40,0.0,-9246.0,False,2
10728,0,40,0.0,-9246.0,False,2
10732,0,40,0.0,-9246.0,False,2
10736,0,40,0.0,-9246.0,False,2
10740,0,40,0.0,-9246.0,False,2
10744,0,40,0.0,-9246.0,False,2
10748,0,40,0.0,-9246.0,False,2
10752,0,40,0.0,-9246.0,False,2
10756,0,40,0.0,-9246.0,False,2
10760,0,40,0.0,-9246.0,False,2
10764,0,40,0.0,-9246.0,False,2
10768,0,40,0.0,-9246.0,False,2
10772,0,40,0.0,-9246.0,False,2
10776,0,40,0.0,-9246.0,False,2
10780,0,40,0.0,-9246.0,False,2
10784,0,40,0.0,-9246.0,False,2
10788,0,40,0.0,-9246.0,False,2
10792,0,40,0.0,-9246.0,False,2
10796,0,40,0.0,-9246.0,False,2
10800,0,40,0.0,-9246.0,False,2
10804,0,40,0.0,-9246.0,False,2
10808,0,40,0.0,-9246.0,False,2
10812,0,40,0.0,-9246.0,False,2
10816,0,40,0.0,-9246.0,False,2
10820,0,40,0.0,-9246.0,False,2
10824,0,40,0.0,-9246.0,False,2
10828,0,40,0.0,-9246.0,False,2
10832,0,40,0.0,-9246.0,False,2
10836,0,40,0.0,-9246.0,False,2
10840,0,40,0.0,-9246.0,False,2
10844,0,40,0.0,-9246.0,False,2
10848,0,40,0.0,-9246.0,False,2
10852,0,40,0.0,-9246.0,False,2
10856,0,40,0.0,-9246.0,False,2
10860,0,40,0.0,-9246.0,False,2
10864,0,40,0.0,-9246.0,False,2
10868,0,40,0.0,-9246.0,False,2
10872,0,40,0.0,-9246.0,False,2
10876,0,40,0.0,-9246.0,False,2
10880,0,40,0.0,-9246.0,False,2
10884,0,40,0.0,-9246.0,False,2
10888,0,40,0.0,-9246.0,False,2
10892,0,40,0.0,-9246.0,False,2
10896,0,41,1.0,-9245.0,False,2
10900,0,44,3.0,-9242.0,False,2
10904,0,47,3.0,-9239.0,False,2
10908,0,51,4.0,-9235.0,False,2
10912,0,57,6.0,-9229.0,False,2
10916,0,63,6.0,-9223.0,False,2
10920,0,70,7.0,-9216.0,False,2
10924,0,77,7.0,-9209.0,False,2
10928,0,84,7.0,-9202.0,False,2
10932,0,91,7.0,-9195.0,False,2
10936,0,98,7.0,-9188.0,False,2
10940,0,105,7.0,-9181.0,False,2
10944,0,112,0.0,-9181.0,False,2
10948,0,119,7.0,-9174.0,False,2
10952,0,126,7.0,-9167.0,False,2
10956,0,133,7.0,-9160.0,False,2
10960,0,140,7.0,-9153.0,False,2
10964,0,147,7.0,-9146.0,False,2
10968,0,154,7.0,-9139.0,False,2
10972,0,161,7.0,-9132.0,False,2
10976,0,168,0.0,-9132.0,False,2
10980,0,175,7.0,-9125.0,False,2
10984,0,182,7.0,-9118.0,False,2
10988,0,189,7.0,-9111.0,False,2
10992,0,196,7.0,-9104.0,False,2
10996,0,203,7.0,-9097.0,False,2
11000,0,210,7.0,-9090.0,False,2
11004,0,217,7.0,-9083.0,False,2
11008,0,224,0.0,-9083.0,False,2
11012,0,231,7.0,-9076.0,False,2
11016,0,238,7.0,-9069.0,False,2
11020,0,245,7.0,-9062.0,False,2
11024,0,252,7.0,-9055.0,False,2
11028,0,259,7.0,-9048.0,False,2
11032,0,266,7.0,-9041.0,False,2
11036,0,273,7.0,-9034.0,False,2
11040,0,280,0.0,-9034.0,False,2
11044,0,287,7.0,-9027.0,False,2
11048,0,294,7.0,-9020.0,False,2
11052,0,301,7.0,-9013.0,False,2
11056,0,307,6.0,-9007.0,False,2
11060,0,306,0.0,-9007.0,False,2
11064,0,306,0.0,-9007.0,False,2
11068,0,303,0.0,-9007.0,False,2
11072,0,299,0.0,-9007.0,False,2
11076,0,292,0.0,-9007.0,False,2
11080,0,285,0.0,-9007.0,False,2
11084,0,278,0.0,-9007.0,False,2
11088,0,272,0.0,-9007.0,False,2
11092,0,268,0.0,-9007.0,False,2
11096,0,265,0.0,-9007.0,False,2
11100,0,266,0.0,-9007.0,False,2
11104,0,268,0.0,-9007.0,False,2
11108,0,272,4.0,-9003.0,False,2
11112,0,278,6.0,-8997.0,False,2
11116,0,286,8.0,-8989.0,False,2
11120,0,295,9.0,-8980.0,False,2
11124,0,306,11.0,-8969.0,False,2
11128,0,318,12.0,-8957.0,False,2
11132,0,330,12.0,-8945.0,False,2
11136,0,342,0.0,-8945.0,False,2
11140,0,354,12.0,-8933.0,False,2
11144,0,366,12.0,-8921.0,False,2
11148,0,378,12.0,-8909.0,False,2
11152,0,390,12.0,-8897.0,False,2
11156,0,401,11.0,-8886.0,False,2
11160,0,410,9.0,-8877.0,False,2
11164,0,417,7.0,-8870.0,False,2
11168,0,424,0.0,-8870.0,False,2
11172,0,431,7.0,-8863.0,False,2
11176,0,434,3.0,-8860.0,False,2
11180,0,434,0.0,-8860.0,False,2
11184,0,434,0.0,-8860.0,False,2
11188,0,434,0.0,-8860.0,False,2
11192,0,434,0.0,-8860.0,False,2
11196,0,434,0.0,-8860.0,False,2
11200,0,434,0.0,-8860.0,False,2
11204,0,434,0.0,-8860.0,False,2
11208,0,432,0.0,-8860.0,False,2
11212,0,428,0.0,-8860.0,False,2
11216,0,423,0.0,-8860.0,False,2
11220,0,416,0.0,-8860.0,False,2
11224,0,407,0.0,-8860.0,False,2
11228,0,396,0.0,-8860.0,False,2
11232,0,384,0.0,-8860.0,False,2
11236,0,372,0.0,-8860.0,False,2
11240,0,360,0.0,-8860.0,False,2
11244,0,348,0.0,-8860.0,False,2
11248,0,336,0.0,-8860.0,False,2
11252,0,324,0.0,-8860.0,False,2
11256,0,323,0.0,-8860.0,False,2
11260,0,323,0.0,-8860.0,False,2
11264,0,323,0.0,-8860.0,False,2
11268,0,323,0.0,-8860.0,False,2
11272,0,323,0.0,-8860.0,False,2
11276,0,323,0.0,-8860.0,False,2
11280,0,323,0.0,-8860.0,False,2
11284,0,323,0.0,-8860.0,False,2
11288,0,323,0.0,-8860.0,False,2
11292,0,323,0.0,-8860.0,False,2
11296,0,323,0.0,-8860.0,False,2
11300,0,323,0.0,-8860.0,False,2
11304,0,323,0.0,-8860.0,False,2
11308,0,323,0.0,-8860.0,False,2
11312,0,323,0.0,-8860.0,False,2
11316,0,323,0.0,-8860.0,False,2
11320,0,323,0.0,-8860.0,False,2
11324,0,323,0.0,-8860.0,False,2
11328,0,323,0.0,-8860.0,False,2
11332,0,323,0.0,-8860.0,False,2
11336,0,323,0.0,-8860.0,False,2
11340,0,323,0.0,-8860.0,False,2
11344,0,323,0.0,-8860.0,False,2
11348,0,323,0.0,-8860.0,False,2
11352,0,323,0.0,-8860.0,False,2
11356,0,323,0.0,-8860.0,False,2
11360,0,323,0.0,-8860.0,False,2
11364,0,324,1.0,-8859.0,False,2
11368,0,326,2.0,-8857.0,False,2
11372,0,330,4.0,-8853.0,False,2
11376,0,335,5.0,-8848.0,False,2
11380,0,343,8.0,-8840.0,False,2
11384,0,352,9.0,-8831.0,False,2
11388,0,363,11.0,-8820.0,False,2
11392,0,375,0.0,-8820.0,False,2
11396,0,387,12.0,-8808.0,False,2
11400,0,399,12.0,-8796.0,False,2
11404,0,411,12.0,-8784.0,False,2
11408,0,423,12.0,-8772.0,False,2
11412,0,435,12.0,-8760.0,False,2
11416,0,447,12.0,-8748.0,False,2
11420,0,459,12.0,-8736.0,False,2
11424,0,471,0.0,-8736.0,False,2
11428,0,483,12.0,-8724.0,False,2
11432,0,495,12.0,-8712.0,False,2
11436,0,507,12.0,-8700.0,False,2
11440,0,519,12.0,-8688.0,False,2
11444,0,531,12.0,-8676.0,False,2
11448,0,543,12.0,-8664.0,False,2
11452,0,555,12.0,-8652.0,False,2
11456,0,567,0.0,-8652.0,False,2
11460,0,579,12.0,-8640.0,False,2
11464,0,591,12.0,-8628.0,False,2
11468,0,594,3.0,-8625.0,False,2
11472,0,594,0.0,-8625.0,False,2
11476,0,594,0.0,-8625.0,False,2
11480,0,594,0.0,-8625.0,False,2
11484,0,594,0.0,-8625.0,False,2
11488,0,594,0.0,-8625.0,False,2
11492,0,594,0.0,-8625.0,False,2
11496,0,595,1.0,-8624.0,False,2
11500,0,597,2.0,-8622.0,False,2
11504,0,600,3.0,-8619.0,False,2
11508,0,603,3.0,-8616.0,False,2
11512,0,608,5.0,-8611.0,False,2
11516,0,614,6.0,-8605.0,False,2
11520,0,621,0.0,-8605.0,False,2
11524,0,628,7.0,-8598.0,False,2
11528,0,635,7.0,-8591.0,False,2
11532,0,642,7.0,-8584.0,False,2
11536,0,649,7.0,-8577.0,False,2
11540,0,656,7.0,-8570.0,False,2
11544,0,663,7.0,-8563.0,False,2
11548,0,670,7.0,-8556.0,False,2
11552,0,677,0.0,-8556.0,False,2
11556,0,684,7.0,-8549.0,False,2
11560,0,691,7.0,-8542.0,False,2
11564,0,698,7.0,-8535.0,False,2
11568,0,698,0.0,-8535.0,False,2
11572,0,698,0.0,-8535.0,False,2
11576,0,698,0.0,-8535.0,False,2
11580,0,698,0.0,-8535.0,False,2
11584,0,698,0.0,-8535.0,False,2
11588,0,698,0.0,-8535.0,False,2
11592,0,698,0.0,-8535.0,False,2
11596,0,698,0.0,-8535.0,False,2
11600,0,698,0.0,-8535.0,False,2
11604,0,698,0.0,-8535.0,False,2
11608,0,698,0.0,-8535.0,False,2
11612,0,698,0.0,-8535.0,False,2
11616,0,698,0.0,-8535.0,False,2
11620,0,698,0.0,-8535.0,False,2
11624,0,698,0.0,-8535.0,False,2
11628,0,698,0.0,-8535.0,False,2
11632,0,698,0.0,-8535.0,False,2
11636,0,698,0.0,-8535.0,False,2
11640,0,698,0.0,-8535.0,False,2
11644,0,698,0.0,-8535.0,False,2
11648,0,698,0.0,-8535.0,False,2
11652,0,698,0.0,-8535.0,False,2
11656,0,698,0.0,-8535.0,False,2
11660,0,698,0.0,-8535.0,False,2
11664,0,698,0.0,-8535.0,False,2
11668,0,698,0.0,-8535.0,False,2
11672,0,698,0.0,-8535.0,False,2
11676,0,698,0.0,-8535.0,False,2
11680,0,698,0.0,-8535.0,False,2
11684,0,698,0.0,-8535.0,False,2
11688,0,698,0.0,-8535.0,False,2
11692,0,698,0.0,-8535.0,False,2
11696,0,698,0.0,-8535.0,False,2
11700,0,698,0.0,-8535.0,False,2
11704,0,698,0.0,-8535.0,False,2
11708,0,698,0.0,-8535.0,False,2
11712,0,698,0.0,-8535.0,False,2
11716,0,698,0.0,-8535.0,False,2
